Key	English
InventoryItemDescriptions/InvDesc_1551	Ready for a meal
InventoryItemNames/InvItem_1552	Toffee
InventoryItemDescriptions/InvDesc_1552	It will break your teeth
InventoryItemNames/InvItem_1553	Toffee Plate
InventoryItemDescriptions/InvDesc_1553	Ready for a meal
InventoryItemNames/InvItem_1554	Pumpkin Soup
InventoryItemDescriptions/InvDesc_1554	It's warm and tasty
InventoryItemNames/InvItem_1555	Pumpkin Soup Plate
InventoryItemDescriptions/InvDesc_1555	Ready for a meal
InventoryItemNames/InvItem_1556	Balloon Sword
InventoryItemDescriptions/InvDesc_1556	Party on
InventoryItemNames/InvItem_1557	Battle Broom
InventoryItemDescriptions/InvDesc_1557	Clean up
InventoryItemNames/InvItem_1558	Blastoad
InventoryItemDescriptions/InvDesc_1558	Stuns enemies when it explodes
InventoryItemNames/InvItem_1559	Plat Pie
InventoryItemDescriptions/InvDesc_1559	It's poop. Plants might like it.
InventoryItemNames/InvItem_1560	Toilet
InventoryItemDescriptions/InvDesc_1560	
InventoryItemNames/InvItem_1561	Bath Tub
InventoryItemDescriptions/InvDesc_1561	A wooden table for beside your bed.
InventoryItemNames/InvItem_1562	Charcoal Wall
InventoryItemDescriptions/InvDesc_1562	Soot
InventoryItemNames/InvItem_1563	Pastel Blue Wall
InventoryItemDescriptions/InvDesc_1563	Pastely
InventoryItemNames/InvItem_1564	Pastel Green Wall
InventoryItemDescriptions/InvDesc_1564	Pastely
InventoryItemNames/InvItem_1565	Pastel Grey Wall
InventoryItemDescriptions/InvDesc_1565	Pastely
InventoryItemNames/InvItem_1566	Pastel Orange Wall
InventoryItemDescriptions/InvDesc_1566	Pastely
InventoryItemNames/InvItem_1567	Pastel Pink Wall
InventoryItemDescriptions/InvDesc_1567	Pastely
InventoryItemNames/InvItem_1568	Pastel Purple Wall
InventoryItemDescriptions/InvDesc_1568	Pastely
InventoryItemNames/InvItem_1569	Pastel Red Wall
InventoryItemDescriptions/InvDesc_1569	Pastely
InventoryItemNames/InvItem_1570	Light Room Divider
InventoryItemDescriptions/InvDesc_1570	Keep books here.
InventoryItemNames/InvItem_1571	Eastern Room Divider
InventoryItemDescriptions/InvDesc_1571	Keep books here.
InventoryItemNames/InvItem_1572	Rattan Room Divider
InventoryItemDescriptions/InvDesc_1572	Keep books here.
InventoryItemNames/InvItem_1573	Mummy Boots
InventoryItemDescriptions/InvDesc_1573	Dusty
InventoryItemNames/InvItem_1574	Mummy Hood
InventoryItemDescriptions/InvDesc_1574	Dusty
InventoryItemNames/InvItem_1575	Mummy Pants
InventoryItemDescriptions/InvDesc_1575	Dusty
InventoryItemNames/InvItem_1576	Mummy Shirt
InventoryItemDescriptions/InvDesc_1576	Dusty
InventoryItemNames/InvItem_1577	Orange And Grey Jumper
InventoryItemDescriptions/InvDesc_1577	Cozy
InventoryItemNames/InvItem_1578	White Hoodie
InventoryItemDescriptions/InvDesc_1578	Cozy
InventoryItemNames/InvItem_1579	White Comfy Shoes
InventoryItemDescriptions/InvDesc_1579	Comfy
InventoryItemNames/InvItem_1580	Black Hoodie
InventoryItemDescriptions/InvDesc_1580	Cozy
InventoryItemNames/InvItem_1581	Black Comfy Shoes
InventoryItemDescriptions/InvDesc_1581	Comfy
InventoryItemNames/InvItem_1582	Black Sweat Pants
InventoryItemDescriptions/InvDesc_1582	Pants for sweating.
InventoryItemNames/InvItem_1583	Orange Hoodie
InventoryItemDescriptions/InvDesc_1583	Cozy
InventoryItemNames/InvItem_1584	Orange Comfy Shoes
InventoryItemDescriptions/InvDesc_1584	Comfy
InventoryItemNames/InvItem_1585	Orange Sweat Pants
InventoryItemDescriptions/InvDesc_1585	Pants for sweating.
InventoryItemNames/InvItem_1586	Black And White Scarf
InventoryItemDescriptions/InvDesc_1586	Keep your neck warm
InventoryItemNames/InvItem_1587	Pink Hoodie
InventoryItemDescriptions/InvDesc_1587	Cozy
InventoryItemNames/InvItem_1588	Pink Comfy Shoes
InventoryItemDescriptions/InvDesc_1588	Comfy
InventoryItemNames/InvItem_1589	Pink Sweat Pants
InventoryItemDescriptions/InvDesc_1589	Pants for sweating.
InventoryItemNames/InvItem_1590	Green Hoodie
InventoryItemDescriptions/InvDesc_1590	Cozy
InventoryItemNames/InvItem_1591	Green Comfy Shoes
InventoryItemDescriptions/InvDesc_1591	Comfy
InventoryItemNames/InvItem_1592	Green Sweat Pants
InventoryItemDescriptions/InvDesc_1592	Pants for sweating.
InventoryItemNames/InvItem_1593	Blue Hoodie
InventoryItemDescriptions/InvDesc_1593	Cozy
InventoryItemNames/InvItem_1594	Blue Comfy Shoes
InventoryItemDescriptions/InvDesc_1594	Comfy
InventoryItemNames/InvItem_1595	Blue Sweat Pants
InventoryItemDescriptions/InvDesc_1595	Pants for sweating.
InventoryItemNames/InvItem_1596	Purple Hoodie
InventoryItemDescriptions/InvDesc_1596	Cozy
InventoryItemNames/InvItem_1597	Purple Comfy Shoes
InventoryItemDescriptions/InvDesc_1597	Comfy
InventoryItemNames/InvItem_1598	Purple Sweat Pants
InventoryItemDescriptions/InvDesc_1598	Pants for sweating.
InventoryItemNames/InvItem_1599	Red Hoodie
InventoryItemDescriptions/InvDesc_1599	Cozy
InventoryItemNames/InvItem_1600	Red Comfy Shoes
InventoryItemDescriptions/InvDesc_1600	Comfy
InventoryItemNames/InvItem_1601	Red Sweat Pants
InventoryItemDescriptions/InvDesc_1601	Pants for sweating.
InventoryItemNames/InvItem_1602	Yellow Hoodie
InventoryItemDescriptions/InvDesc_1602	Cozy
InventoryItemNames/InvItem_1603	Yellow Comfy Shoes
InventoryItemDescriptions/InvDesc_1603	Comfy
InventoryItemNames/InvItem_1604	Yellow Sweat Pants
InventoryItemDescriptions/InvDesc_1604	Pants for sweating.
InventoryItemNames/InvItem_1605	Black Scarf
InventoryItemDescriptions/InvDesc_1605	Keep your neck warm
InventoryItemNames/InvItem_1606	Grey Scarf
InventoryItemDescriptions/InvDesc_1606	Keep your neck warm
InventoryItemNames/InvItem_1607	Patterned Scarf
InventoryItemDescriptions/InvDesc_1607	Keep your neck warm
InventoryItemNames/InvItem_1608	Red and Black Scarf
InventoryItemDescriptions/InvDesc_1608	Keep your neck warm
InventoryItemNames/InvItem_1609	Gum Log Seat
InventoryItemDescriptions/InvDesc_1609	Perfect for camping
InventoryItemNames/InvItem_1610	Dark Room Divider
InventoryItemDescriptions/InvDesc_1610	Keep books here.
InventoryItemNames/InvItem_1611	Office Divider
InventoryItemDescriptions/InvDesc_1611	Dont want them working together
InventoryItemNames/InvItem_1612	Galaxy Glider
InventoryItemDescriptions/InvDesc_1612	Into space man
InventoryItemNames/InvItem_1613	Galaxy Hood
InventoryItemDescriptions/InvDesc_1613	A strange hood with a cape
InventoryItemNames/InvItem_1614	Meteorite Chunk
InventoryItemDescriptions/InvDesc_1614	A chunk of space rock
InventoryItemNames/InvItem_1615	Star Sabre
InventoryItemDescriptions/InvDesc_1615	This isn't the sabre you're looking for
InventoryItemNames/InvItem_1616	Yellow Stripe Jumper
InventoryItemDescriptions/InvDesc_1616	Cozy
InventoryItemNames/InvItem_1617	Charcoal Tights
InventoryItemDescriptions/InvDesc_1617	Nice tights
InventoryItemNames/InvItem_1618	Green Stripe Jumper
InventoryItemDescriptions/InvDesc_1618	Cozy
InventoryItemNames/InvItem_1619	Grey Tights
InventoryItemDescriptions/InvDesc_1619	Nice tights
InventoryItemNames/InvItem_1620	Blue Stripe Jumper
InventoryItemDescriptions/InvDesc_1620	Cozy
InventoryItemNames/InvItem_1621	White Tights
InventoryItemDescriptions/InvDesc_1621	Nice tights
InventoryItemNames/InvItem_1622	Guest House Level 2
InventoryItemDescriptions/InvDesc_1622	You can live here.
InventoryItemNames/InvItem_1623	Guest House Deed
InventoryItemDescriptions/InvDesc_1623	A deed to move a guest house
InventoryItemNames/InvItem_1624	Guest House 2 Level 2
InventoryItemDescriptions/InvDesc_1624	You can live here.
InventoryItemNames/InvItem_1625	Guest House Deed
InventoryItemDescriptions/InvDesc_1625	A deed to move a guest house
InventoryItemNames/InvItem_1626	Guest House 2 Level 2
InventoryItemDescriptions/InvDesc_1626	You can live here.
InventoryItemNames/InvItem_1627	Guest House Deed
InventoryItemDescriptions/InvDesc_1627	A deed to move a guest house
InventoryItemNames/InvItem_1628	Ride On Lawn Mower
InventoryItemDescriptions/InvDesc_1628	Stop grass growing back
InventoryItemNames/InvItem_1629	Interior Doorway
InventoryItemDescriptions/InvDesc_1629	A doorway you can use inside your house
InventoryItemNames/InvItem_1630	Interior Half Wall
InventoryItemDescriptions/InvDesc_1630	A half wall you can use inside your house
InventoryItemNames/InvItem_1631	Fish Pond
InventoryItemDescriptions/InvDesc_1631	A place to farm and breed fish
InventoryItemNames/InvItem_1632	Fish Roe
InventoryItemDescriptions/InvDesc_1632	Lil fish eggs
InventoryItemNames/InvItem_1633	Rice Seed
InventoryItemDescriptions/InvDesc_1633	Put 'em in the ground!
InventoryItemNames/InvItem_1634	Rice
InventoryItemDescriptions/InvDesc_1634	Want to eat a thousand?
InventoryItemNames/InvItem_1635	Caviar
InventoryItemDescriptions/InvDesc_1635	Old fish eggs
InventoryItemNames/InvItem_1636	Cooked Rice
InventoryItemDescriptions/InvDesc_1636	Fluffy and filling
InventoryItemNames/InvItem_1637	Egg Fried Rice
InventoryItemDescriptions/InvDesc_1637	A perfect meal
InventoryItemNames/InvItem_1638	Rice Bag Stack
InventoryItemDescriptions/InvDesc_1638	Display rice
InventoryItemNames/InvItem_1639	Egg Fried Rice Plate
InventoryItemDescriptions/InvDesc_1639	Ready for a meal
InventoryItemNames/InvItem_1640	Caviar Set
InventoryItemDescriptions/InvDesc_1640	Ready for a meal
InventoryItemNames/InvItem_1641	Cooked Rice Set
InventoryItemDescriptions/InvDesc_1641	Ready for a meal
InventoryItemNames/InvItem_1642	Roe Nigiri
InventoryItemDescriptions/InvDesc_1642	Tasty and salty
InventoryItemNames/InvItem_1643	Roe Nigiri Plate
InventoryItemDescriptions/InvDesc_1643	Ready for a meal
InventoryItemNames/InvItem_1644	Crude Ladder
InventoryItemDescriptions/InvDesc_1644	Helps you get to high places
InventoryItemNames/InvItem_1645	Vine Lattice Ladder
InventoryItemDescriptions/InvDesc_1645	Helps you get to high places
InventoryItemNames/InvItem_1646	Creeping Vine
InventoryItemDescriptions/InvDesc_1646	A vine that creeps up the side of cliffs
InventoryItemNames/InvItem_1647	Gum Wood Ladder
InventoryItemDescriptions/InvDesc_1647	Helps you get to high places
InventoryItemNames/InvItem_1648	Hard Wood Ladder
InventoryItemDescriptions/InvDesc_1648	Helps you get to high places
InventoryItemNames/InvItem_1649	Palm Wood Ladder
InventoryItemDescriptions/InvDesc_1649	Helps you get to high places
InventoryItemNames/InvItem_1650	Iron Ladder
InventoryItemDescriptions/InvDesc_1650	Helps you get to high places
InventoryItemNames/InvItem_1651	Rope Ladder
InventoryItemDescriptions/InvDesc_1651	Helps you get to high places
InventoryItemNames/InvItem_1652	Green Wood Floor
InventoryItemDescriptions/InvDesc_1652	A dark wood floor.
InventoryItemNames/InvItem_1653	Cabin Wall
InventoryItemDescriptions/InvDesc_1653	A log wallpaper
InventoryItemNames/InvItem_1654	Rainbow Fish
InventoryItemDescriptions/InvDesc_1654	It's so pretty!
InventoryItemNames/InvItem_1655	Lionfish
InventoryItemDescriptions/InvDesc_1655	He never tells the truth
InventoryItemNames/InvItem_1656	Tiger Beetle
InventoryItemDescriptions/InvDesc_1656	But it has dots on it?
InventoryItemNames/InvItem_1657	Grass Tree Seed Pod
InventoryItemDescriptions/InvDesc_1657	It needs fire...
InventoryItemNames/InvItem_1658	Grass Tree Seed
InventoryItemDescriptions/InvDesc_1658	Grows a grass tree
InventoryItemNames/InvItem_1659	Cabin Stool
InventoryItemDescriptions/InvDesc_1659	A red bar stool
InventoryItemNames/InvItem_1660	Cabin Chair
InventoryItemDescriptions/InvDesc_1660	A single chair for sitting.
InventoryItemNames/InvItem_1661	Cabin Seat
InventoryItemDescriptions/InvDesc_1661	A single chair for sitting.
InventoryItemNames/InvItem_1662	Cabin Couch
InventoryItemDescriptions/InvDesc_1662	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_1663	Cabin Bed
InventoryItemDescriptions/InvDesc_1663	A wooden table for beside your bed.
InventoryItemNames/InvItem_1664	Old Table
InventoryItemDescriptions/InvDesc_1664	A small table.
InventoryItemNames/InvItem_1665	Cabin Coffee Table
InventoryItemDescriptions/InvDesc_1665	A long coffee table.
InventoryItemNames/InvItem_1666	Cabin Drawers
InventoryItemDescriptions/InvDesc_1666	Put stuff in here.
InventoryItemNames/InvItem_1667	Cabin Kitchen Table
InventoryItemDescriptions/InvDesc_1667	A wooden table.
InventoryItemNames/InvItem_1668	Cabin Cabinet
InventoryItemDescriptions/InvDesc_1668	A wooden table.
InventoryItemNames/InvItem_1669	Mushroom Risotto
InventoryItemDescriptions/InvDesc_1669	Mushroomy
InventoryItemNames/InvItem_1670	Mushroom Risotto Plate
InventoryItemDescriptions/InvDesc_1670	Ready for a meal
InventoryItemNames/InvItem_1671	Insta-Grow
InventoryItemDescriptions/InvDesc_1671	Instantly grows a crop a bit
InventoryItemNames/InvItem_1672	Old Wood Fence
InventoryItemDescriptions/InvDesc_1672	Looks a bit shoddy
InventoryItemNames/InvItem_1673	Old Wood Lamp Post
InventoryItemDescriptions/InvDesc_1673	Is this even stable?
InventoryItemNames/InvItem_1674	Natural Path
InventoryItemDescriptions/InvDesc_1674	A simple dirt path
InventoryItemNames/InvItem_1675	Gravel Pathway
InventoryItemDescriptions/InvDesc_1675	Gravel with a cement edge
InventoryItemNames/InvItem_1676	Auto Sorter
InventoryItemDescriptions/InvDesc_1676	Sorts your items for you
InventoryItemNames/InvItem_1677	Wrought Iron Fence
InventoryItemDescriptions/InvDesc_1677	Very Fancy
InventoryItemNames/InvItem_1678	Wrought Iron Lamp
InventoryItemDescriptions/InvDesc_1678	A very strong light
InventoryItemNames/InvItem_1679	Wrought Iron Bench
InventoryItemDescriptions/InvDesc_1679	Sit down outside why don't ya.
InventoryItemNames/InvItem_1680	Wrought Iron Gate
InventoryItemDescriptions/InvDesc_1680	Opens and closes.
InventoryItemNames/InvItem_1681	Cabin Bedside Table
InventoryItemDescriptions/InvDesc_1681	A wooden table for beside your bed.
InventoryItemNames/InvItem_1682	Cabin Bunk Bed
InventoryItemDescriptions/InvDesc_1682	So much room
InventoryItemNames/InvItem_1683	Old Gizmo
InventoryItemDescriptions/InvDesc_1683	What was this used for?
InventoryItemNames/InvItem_1684	Smooth Cement Path
InventoryItemDescriptions/InvDesc_1684	A very smooth path
InventoryItemNames/InvItem_1685	Honeycomb
InventoryItemDescriptions/InvDesc_1685	Put it on your head to attract a bee
InventoryItemNames/InvItem_1686	Wish Fountain Deed
InventoryItemDescriptions/InvDesc_1686	A place to make wishes using money
InventoryItemNames/InvItem_1687	Tin Flower Bed
InventoryItemDescriptions/InvDesc_1687	Decorative Flower Bed
InventoryItemNames/InvItem_1688	Pin Wheel
InventoryItemDescriptions/InvDesc_1688	Blows in the wind or in the breath
InventoryItemNames/InvItem_1689	White Diamond Kite
InventoryItemDescriptions/InvDesc_1689	A flying diamond!
InventoryItemNames/InvItem_1690	Black Diamond Kite
InventoryItemDescriptions/InvDesc_1690	A flying diamond!
InventoryItemNames/InvItem_1691	Blue Diamond Kite
InventoryItemDescriptions/InvDesc_1691	A flying diamond!
InventoryItemNames/InvItem_1692	Green Diamond Kite
InventoryItemDescriptions/InvDesc_1692	A flying diamond!
InventoryItemNames/InvItem_1693	Orange Diamond Kite
InventoryItemDescriptions/InvDesc_1693	A flying diamond!
InventoryItemNames/InvItem_1694	Pink Diamond Kite
InventoryItemDescriptions/InvDesc_1694	A flying diamond!
InventoryItemNames/InvItem_1695	Purple Diamond Kite
InventoryItemDescriptions/InvDesc_1695	A flying diamond!
InventoryItemNames/InvItem_1696	Red Diamond Kite
InventoryItemDescriptions/InvDesc_1696	A flying diamond!
InventoryItemNames/InvItem_1697	Yellow Diamond Kite
InventoryItemDescriptions/InvDesc_1697	A flying diamond!
InventoryItemNames/InvItem_1698	White Box Kite
InventoryItemDescriptions/InvDesc_1698	A flying box!
InventoryItemNames/InvItem_1699	Black Box Kite
InventoryItemDescriptions/InvDesc_1699	A flying box!
InventoryItemNames/InvItem_1700	Blue Box Kite
InventoryItemDescriptions/InvDesc_1700	A flying box!
InventoryItemNames/InvItem_1701	Green Box Kite
InventoryItemDescriptions/InvDesc_1701	A flying box!
InventoryItemNames/InvItem_1702	Orange Box Kite
InventoryItemDescriptions/InvDesc_1702	A flying box!
InventoryItemNames/InvItem_1703	Pink Box Kite
InventoryItemDescriptions/InvDesc_1703	A flying box!
InventoryItemNames/InvItem_1704	Purple Box Kite
InventoryItemDescriptions/InvDesc_1704	A flying box!
InventoryItemNames/InvItem_1705	Red Box Kite
InventoryItemDescriptions/InvDesc_1705	A flying box!
InventoryItemNames/InvItem_1706	Yellow Box Kite
InventoryItemDescriptions/InvDesc_1706	A flying box!
InventoryItemNames/InvItem_1707	White Sled Kite
InventoryItemDescriptions/InvDesc_1707	A flying sled!
InventoryItemNames/InvItem_1708	Black Sled Kite
InventoryItemDescriptions/InvDesc_1708	A flying sled!
InventoryItemNames/InvItem_1709	Blue Sled Kite
InventoryItemDescriptions/InvDesc_1709	A flying sled!
InventoryItemNames/InvItem_1710	Green Sled Kite
InventoryItemDescriptions/InvDesc_1710	A flying sled!
InventoryItemNames/InvItem_1711	Orange Sled Kite
InventoryItemDescriptions/InvDesc_1711	A flying sled!
InventoryItemNames/InvItem_1712	Pink Sled Kite
InventoryItemDescriptions/InvDesc_1712	A flying sled!
InventoryItemNames/InvItem_1713	Purple Sled Kite
InventoryItemDescriptions/InvDesc_1713	A flying sled!
InventoryItemNames/InvItem_1714	Red Sled Kite
InventoryItemDescriptions/InvDesc_1714	A flying sled!
InventoryItemNames/InvItem_1715	Yellow Sled Kite
InventoryItemDescriptions/InvDesc_1715	A flying sled!
InventoryItemNames/InvItem_1716	Kite Kit
InventoryItemDescriptions/InvDesc_1716	A kite making kit for special events
InventoryItemNames/InvItem_1717	Glitter Ball
InventoryItemDescriptions/InvDesc_1717	Glitter wonderland
InventoryItemNames/InvItem_1718	Search Light
InventoryItemDescriptions/InvDesc_1718	A skyward facing light
InventoryItemNames/InvItem_1719	Aurora Shirt
InventoryItemDescriptions/InvDesc_1719	A Sky Fest memento
InventoryItemNames/InvItem_1720	Aurora Baseball Cap
InventoryItemDescriptions/InvDesc_1720	Remind you of Sky Fest
InventoryItemNames/InvItem_1721	Moon Lamp
InventoryItemDescriptions/InvDesc_1721	Perfect for dancing around
InventoryItemNames/InvItem_1722	Star Wall
InventoryItemDescriptions/InvDesc_1722	A starry wallpaper
InventoryItemNames/InvItem_1723	Sky Fest Prize Ticket
InventoryItemDescriptions/InvDesc_1723	Can be redeemed for prizes at Sky Fest
InventoryItemNames/InvItem_1724	Foil Hat
InventoryItemDescriptions/InvDesc_1724	Keeps the mind clear
InventoryItemNames/InvItem_1725	Star Carpet Path
InventoryItemDescriptions/InvDesc_1725	A star covered carpet
InventoryItemNames/InvItem_1726	Star Fence
InventoryItemDescriptions/InvDesc_1726	Fencing with lil' stars on the posts
InventoryItemNames/InvItem_1727	Star Balloon
